CountryOrTerritory,StationName,StationCode,StationType,StationArea,PollutantCode,Pollutant,Latitude,Longitude,Altitude,MeasurementRegime,OperationalActivityBegin,OperationalActivityEnd,MeasurementMethodCode,MeasurementMethod,OperationYear,PollutantType,isAir
Germany,Unterharz / Friedrichsbrunn,DEST098,Background,Rural-Regional,PTAC052,Particulate matter < 2.5 µm ,51.662434999999995,11.043386,15.0,Continuous data collection,2013-01-23T23:00:01Z,Not Specified,PMME041,Nephelometry + BETA,2013,aerosol,0
Germany,Stuttgart-Bad Cannstatt,DEBW013,Background,Urban,PTAC051,Particulate matter < 10 µm ,48.8088,9.229745,11.0,Continuous data collection,1998-04-30T23:00:01Z,Not Specified,PMME064,Light scattering,1998,aerosol,0
Germany,Dresden-Bergstr.,DESN084,Traffic,Urban,PTAC027,indeno_123cd_pyrene in PM10 ,51.026294,13.731608,75.0,Continuous data collection,2005-12-31T23:00:01Z,Not Specified,PMME064,Light scattering,2005,aerosol,0
Germany,Braunschweig-Verkehr,DENI075,Traffic,Urban,PTAC063,Toluene ,52.266729999999995,10.54055,600.0,Continuous data collection,2013-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2013,air,1
Germany,Hamburg Habichtstraße,DEHH068,Traffic,Urban,PTAC043,Nitrogen dioxide ,53.592301,10.053859,199.0,Continuous data collection,2002-01-02T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2002,air,1
Germany,Warstein,DENW181,Industrial,Urban,PTAC044,Nitrogen monoxide ,51.442993,8.360797,71.0,Continuous data collection,2011-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2011,air,1
Germany,Eisenhüttenstadt,DEBB032,Industrial,Suburban,PTAC062,Sulphur dioxide ,52.146264,14.638166,188.0,Continuous data collection,1993-04-30T23:00:01Z,Not Specified,PMME044,UV fluorescence,1993,air,1
Germany,Karlsruhe-Nordwest,DEBW081,Background,Urban,PTAC051,Particulate matter < 10 µm ,49.028594,8.355628,194.0,Continuous data collection,2003-07-24T23:00:01Z,Not Specified,PMME064,Light scattering,2003,aerosol,0
Germany,Spremberg,DEBB083,Background,Suburban,PTAC009,Benzene ,51.5645,14.3764,11.0,Continuous data collection,2014-12-31T23:00:01Z,2015-12-31T24:00:00+01:00,PMME064,Light scattering,2014,air,1
Germany,"Frankfurt (Oder), Leipziger Str.",DEBB045,Traffic,Urban,PTAC013,calcium in PM2.5 ,52.337336,14.538595,536.0,Continuous data collection,2012-12-31T23:00:01Z,2013-12-31T24:00:00+01:00,PMME045,Chemiluminescence,2012,aerosol,0
Germany,Kleinwallstadt/Hofstetter Straße,DEBY004,Background,Rural-Near_city,PTAC051,Particulate matter < 10 µm ,49.869422,9.171544,12.0,Continuous data collection,2000-01-31T23:00:01Z,2011-09-19T24:00:00+01:00,PMME031,Beta ray attenuation,2000,aerosol,0
Germany,Erlangen/Kraepelinstraße,DEBY113,Background,Suburban,PTAC049,Ozone ,49.605914,10.963528,197.0,Continuous data collection,2004-03-31T23:00:01Z,Not Specified,PMME056,Ultraviolet (UV) photometry,2004,air,1
Germany,Köln-Rodenkirchen,DENW059,Background,Suburban,PTAC049,Ozone ,50.889871,6.985074000000001,200.0,Continuous data collection,2011-12-31T23:00:01Z,Not Specified,PMME056,Ultraviolet (UV) photometry,2011,air,1
Germany,Jena Dammstr.,DETH041,Background,Urban,PTAC045,Nitrogen oxides ,50.933513,11.597062,75.0,Continuous data collection,1996-03-20T23:00:01Z,Not Specified,PMME045,Chemiluminescence,1996,air,1
Germany,Kiel-Max-Planck-Str.,DESH033,Background,Urban,PTAC049,Ozone ,54.309674,10.116563000000001,15.0,Continuous data collection,2007-04-24T23:00:01Z,2017-06-22T24:00:00+01:00,PMME056,Ultraviolet (UV) photometry,2007,air,1
Germany,Hagen Wehringhauser Straße,DENW137,Traffic,Urban,PTAC043,Nitrogen dioxide ,51.354904,7.453887,14.0,Continuous data collection,2004-12-31T23:00:01Z,2017-12-28T24:00:00+01:00,PMME064,Light scattering,2004,air,1
Germany,Hanau,DEHE011,Background,Urban,PTAC043,Nitrogen dioxide ,50.13577,8.92157,570.0,Continuous data collection,1977-01-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,1977,air,1
Germany,Weimar Steubenstr.,DETH083,Traffic,Urban,PTAC044,Nitrogen monoxide ,50.977462,11.32607,75.0,Continuous data collection,2013-12-18T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2013,air,1
Germany,Waldhof,DEUB005,Background,Rural,PTAC020,Cobalt in PM10 ,52.800773,10.756733,76.0,Continuous data collection,2004-12-31T23:00:01Z,2011-12-31T24:00:00+01:00,PMME024,Light absorption,2004,aerosol,0
Germany,Bad Kreuznach-Bosenheimer Straße,DERP022,Background,Urban,PTAC039,Nickel in PM10 ,49.841221000000004,7.8662220000000005,602.0,Continuous data collection,2007-02-21T23:00:01Z,Not Specified,PMME044,UV fluorescence,2007,aerosol,0
Germany,"Brandenburg, Neuendorfer Str.",DEBB049,Traffic,Urban,PTAC051,Particulate matter < 10 µm ,52.409309,12.548376,11.0,Continuous data collection,2015-12-31T23:00:01Z,2016-12-31T24:00:00+01:00,PMME064,Light scattering,2015,aerosol,0
Germany,Osnabrück,DENI038,Background,Urban,PTAC062,Sulphur dioxide ,52.255340000000004,8.05286,202.0,Continuous data collection,2017-12-31T23:00:01Z,Not Specified,PMME044,UV fluorescence,2017,air,1
Germany,Gärtringen,DEBW112,Background,Suburban,PTAC010,Cadmium in PM10 ,48.645608,8.904442,570.0,Continuous data collection,2014-12-31T23:00:01Z,2015-12-31T24:00:00+01:00,PMME045,Chemiluminescence,2014,aerosol,0
Germany,Eisenach Werneburgstr.,DETH013,Background,Urban,PTAC043,Nitrogen dioxide ,50.978291999999996,10.317236,630.0,Periodic data collection,1996-04-22T23:00:01Z,Not Specified,PMME045,Chemiluminescence,1996,air,1
Germany,Neuruppin,DEBB048,Background,Suburban,PTAC063,Toluene ,52.93189,12.809481,11.0,Continuous data collection,2017-12-31T23:00:01Z,2018-12-31T24:00:00+01:00,PMME064,Light scattering,2017,air,1
Germany,Witzenhausen/Wald,DEHE024,Background,Rural,PTAC051,Particulate matter < 10 µm ,51.291757000000004,9.774588,199.0,Continuous data collection,2009-04-16T23:00:01Z,2015-12-22T24:00:00+01:00,PMME041,Nephelometry + BETA,2009,aerosol,0
Germany,Greiz Mollbergstr.,DETH036,Background,Urban,PTAC007,Arsenic in PM10 ,50.655861,12.205199,630.0,Continuous data collection,2013-12-31T23:00:01Z,2018-12-31T24:00:00+01:00,PMME044,UV fluorescence,2013,aerosol,0
Germany,Lübeck Moislinger Allee,DESH053,Traffic,Urban,PTAC028,Lead in PM10 ,53.862237,10.67332,207.0,Continuous data collection,2013-10-28T23:00:01Z,2015-12-31T24:00:00+01:00,PMME031,Beta ray attenuation,2013,aerosol,0
Germany,Würzburg/Kopfklinik,DEBY077,Background,Suburban,PTAC044,Nitrogen monoxide ,49.804695,9.95642,566.0,Continuous data collection,2002-12-02T23:00:01Z,2012-01-12T24:00:00+01:00,PMME045,Chemiluminescence,2002,air,1
Germany,Wiesbaden-Süd,DEHE022,Background,Urban,PTAC051,Particulate matter < 10 µm ,50.050343,8.244949,66.0,Continuous data collection,2018-04-15T23:00:01Z,Not Specified,PMME064,Light scattering,2018,aerosol,0
Germany,Magdeburg/Damaschkeplatz,DEST076,Traffic,Urban,PTAC015,Carbon monoxide ,52.132017,11.623372999999999,210.0,Continuous data collection,1994-07-07T23:00:01Z,2014-12-31T24:00:00+01:00,PMME053,Infrared gas filter correlation,1994,air,1
Germany,Schramberg Oberndorfer Straße,DEBW143,Traffic,Suburban,PTAC043,Nitrogen dioxide ,48.229182,8.390423,566.0,Continuous data collection,2006-12-31T23:00:01Z,2011-12-31T24:00:00+01:00,PMME045,Chemiluminescence,2006,air,1
Germany,Gelsenkirchen Grothusstraße,DENW351,Traffic,Urban,PTAC051,Particulate matter < 10 µm ,51.52428,7.06035,74.0,Continuous data collection,2012-12-19T23:00:01Z,Not Specified,PMME064,Light scattering,2012,aerosol,0
Germany,Leuna,DEST090,Industrial,Suburban,PTAC044,Nitrogen monoxide ,51.321364,12.032141000000001,15.0,Continuous data collection,1998-10-14T23:00:01Z,Not Specified,PMME045,Chemiluminescence,1998,air,1
Germany,München/Johanneskirchen,DEBY089,Background,Suburban,PTAC044,Nitrogen monoxide ,48.173194,11.648036,12.0,Continuous data collection,1993-06-30T23:00:01Z,Not Specified,PMME045,Chemiluminescence,1993,air,1
Germany,Bremen-Oslebshausen,DEHB012,Background,Urban,PTAC015,Carbon monoxide ,53.124561,8.735047,12.0,Continuous data collection,2010-04-30T23:00:01Z,Not Specified,PMME053,Infrared gas filter correlation,2010,air,1
Germany,Limburg-Schiede,DEHE131,Traffic,Urban,PTAC051,Particulate matter < 10 µm ,50.386426,8.059909,200.0,Continuous data collection,2015-05-31T23:00:01Z,Not Specified,PMME041,Nephelometry + BETA,2015,aerosol,0
Germany,Waldhof,DEUB005,Background,Rural,PTAC058,sodium in PM10 ,52.800773,10.756733,214.0,Continuous data collection,2005-05-31T23:00:01Z,2010-12-31T24:00:00+01:00,PMME045,Chemiluminescence,2005,aerosol,0
Germany,Arzberg/Egerstraße,DEBY002,Background,Suburban,PTAC045,Nitrogen oxides ,50.058195,12.18865,67.0,Continuous data collection,1981-01-31T23:00:01Z,2012-02-06T24:00:00+01:00,PMME045,Chemiluminescence,1981,air,1
Germany,Mainz-Parcusstraße,DERP010,Traffic,Urban,PTAC052,Particulate matter < 2.5 µm ,50.001026,8.261130999999999,604.0,Continuous data collection,2016-07-19T23:00:01Z,Not Specified,PMME041,Nephelometry + BETA,2016,aerosol,0
Germany,Westerwald-Herdorf,DERP016,Background,Rural,PTAC044,Nitrogen monoxide ,50.766815,7.973542,15.0,Continuous data collection,1983-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,1983,air,1
Germany,Tiefenbach/Altenschneeberg,DEBY072,Background,Rural-Regional,PTAC051,Particulate matter < 10 µm ,49.438464,12.548869,12.0,Continuous data collection,2003-03-25T23:00:01Z,2012-10-15T24:00:00+01:00,PMME031,Beta ray attenuation,2003,aerosol,0
Germany,Kiel-Bahnhofstr. Verk.,DESH027,Traffic,Urban,PTAC052,Particulate matter < 2.5 µm ,54.304676,10.135158,209.0,Continuous data collection,2009-01-20T23:00:01Z,2014-06-30T24:00:00+01:00,PMME019,Tapered Element Oscillating Microbalance (TEOM),2009,aerosol,0
Germany,"Brandenburg, Neuendorfer Str.",DEBB049,Traffic,Urban,PTAC039,Nickel in PM10 ,52.409309,12.548376,65.0,Continuous data collection,2015-12-31T23:00:01Z,2016-12-31T24:00:00+01:00,PMME064,Light scattering,2015,aerosol,0
Germany,Pforzheim,DEBW033,Background,Urban,PTAC051,Particulate matter < 10 µm ,48.889039000000004,8.665536,550.0,Continuous data collection,2007-12-19T23:00:01Z,Not Specified,PMME064,Light scattering,2007,aerosol,0
Germany,Potsdam-Zentrum,DEBB021,Background,Urban,PTAC007,Arsenic in PM10 ,52.401352,13.059944999999999,188.0,Continuous data collection,2013-01-02T23:00:01Z,2013-12-31T24:00:00+01:00,PMME024,Light absorption,2013,aerosol,0
Germany,Kehl,DEBW022,Industrial,Suburban,PTAC015,Carbon monoxide ,48.578178,7.8023169999999995,550.0,Continuous data collection,1982-01-31T23:00:01Z,2016-12-31T24:00:00+01:00,PMME053,Infrared gas filter correlation,1982,air,1
Germany,Hamburg Wilhelmsburg,DEHH059,Background,Urban,PTAC039,Nickel in PM10 ,53.50793,9.990569,200.0,Continuous data collection,2015-12-31T23:00:01Z,Not Specified,PMME031,Beta ray attenuation,2015,aerosol,0
Germany,Berlin Wedding,DEBE010,Background,Urban,PTAC052,Particulate matter < 2.5 µm ,52.543041,13.349326000000001,190.0,Continuous data collection,2007-12-31T23:00:01Z,Not Specified,PMME024,Light absorption,2007,aerosol,0
Germany,Kelheim/Regensburger Straße,DEBY028,Traffic,Urban,PTAC045,Nitrogen oxides ,48.909518,11.879245,569.0,Continuous data collection,2012-01-24T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2012,air,1
Germany,"Herzfelde, Hauptstr.",DEBB099,Traffic,Suburban,PTAC045,Nitrogen oxides ,52.48188199999999,13.84825,11.0,Continuous data collection,2015-01-22T23:00:01Z,2019-01-03T24:00:00+01:00,PMME045,Chemiluminescence,2015,air,1
Germany,Kleiner Feldberg,DEHE052,Background,Rural,PTAC039,Nickel in PM10 ,50.221940999999994,8.446079,68.0,Continuous data collection,2001-02-01T23:00:01Z,Not Specified,PMME064,Light scattering,2001,aerosol,0
Germany,Kleinwallstadt/Hofstetter Straße,DEBY004,Background,Rural-Near_city,PTAC045,Nitrogen oxides ,49.869422,9.171544,566.0,Continuous data collection,1987-07-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,1987,air,1
Germany,Erfurt Heinrichstr,DETH081,Traffic,Urban,PTAC043,Nitrogen dioxide ,50.972331,11.010446,210.0,Continuous data collection,2010-05-04T23:00:01Z,2018-12-31T24:00:00+01:00,PMME031,Beta ray attenuation,2010,air,1
Germany,"Brandenburg, Neuendorfer Str.",DEBB049,Traffic,Urban,PTAC041,Nitrate in PM10 ,52.409309,12.548376,550.0,Continuous data collection,2009-12-31T23:00:01Z,2010-12-31T24:00:00+01:00,PMME045,Chemiluminescence,2009,aerosol,0
Germany,Königs Wusterhausen,DEBB082,Background,Suburban,PTAC049,Ozone ,52.294633000000005,13.619784,65.0,Continuous data collection,2008-03-19T23:00:01Z,2014-01-03T24:00:00+01:00,PMME056,Ultraviolet (UV) photometry,2008,air,1
Germany,Hannover Verkehr,DENI048,Traffic,Urban,PTAC007,Arsenic in PM10 ,52.359478,9.7155,202.0,Continuous data collection,2018-02-11T23:00:01Z,Not Specified,PMME031,Beta ray attenuation,2018,aerosol,0
Germany,Weißenfels/Am Krug,DEST108,Traffic,Urban,PTAC062,Sulphur dioxide ,51.197249,11.96096,75.0,Continuous data collection,2012-02-05T23:00:01Z,Not Specified,PMME044,UV fluorescence,2012,air,1
Germany,Berlin Alt-Friedrichsfelde,DEBE091,Traffic,Urban,PTAC043,Nitrogen dioxide ,52.510454,13.506564000000001,192.0,Continuous data collection,2017-12-31T23:00:01Z,Not Specified,PMME024,Light absorption,2017,air,1
Germany,Lünen Mühlenweg,DENW306,Industrial,Urban,PTAC010,Cadmium in PM10 ,51.61395,7.471006,72.0,Continuous data collection,2012-01-17T23:00:01Z,2012-12-31T24:00:00+01:00,PMME064,Light scattering,2012,aerosol,0
Germany,Trier-Pfalzel,DERP047,Industrial,Suburban,PTAC044,Nitrogen monoxide ,49.784023,6.690258,210.0,Continuous data collection,2014-01-21T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2014,air,1
Germany,Frankfurt-Ost,DEHE008,Background,Urban,PTAC068,Vanedium in PM10 ,50.125332,8.746343,195.53,Continuous data collection,2011-12-31T23:00:01Z,Not Specified,PMME028,Non-dispersive infrared spectroscopy (NDIR),2011,aerosol,0
Germany,Potsdam-Zentrum,DEBB021,Background,Urban,PTAC055,potassium in PM2.5 ,52.401352,13.059944999999999,188.0,Continuous data collection,2013-12-31T23:00:01Z,2014-12-31T24:00:00+01:00,PMME024,Light absorption,2013,aerosol,0
Germany,Eberswalde Breite Straße,DEBB060,Traffic,Urban,PTAC051,Particulate matter < 10 µm ,52.832467,13.822211,65.0,Continuous data collection,2011-03-03T23:00:01Z,2012-02-05T24:00:00+01:00,PMME019,Tapered Element Oscillating Microbalance (TEOM),2011,aerosol,0
Germany,Weil am Rhein Freiburger Straße,DEBW210,Traffic,Urban,PTAC043,Nitrogen dioxide ,47.6155,7.61355,561.0,Continuous data collection,2016-12-31T23:00:01Z,2017-12-31T24:00:00+01:00,PMME045,Chemiluminescence,2016,air,1
Germany,"Frankfurt (Oder), Leipziger Str.",DEBB045,Traffic,Urban,PTAC052,Particulate matter < 2.5 µm ,52.337336,14.538595,11.0,Continuous data collection,2014-12-31T23:00:01Z,2016-12-31T24:00:00+01:00,PMME064,Light scattering,2014,aerosol,0
Germany,Darmstadt,DEHE001,Background,Urban,PTAC020,Cobalt in PM10 ,49.872303,8.664619,195.0,Continuous data collection,2011-12-31T23:00:01Z,Not Specified,PMME028,Non-dispersive infrared spectroscopy (NDIR),2011,aerosol,0
Germany,Hamburg Habichtstraße,DEHH068,Traffic,Urban,PTAC044,Nitrogen monoxide ,53.592301,10.053859,580.0,Continuous data collection,2002-01-02T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2002,air,1
Germany,Mönchengladbach Düsseldorfer Straße,DENW100,Traffic,Urban,PTAC043,Nitrogen dioxide ,51.169959999999996,6.45889,14.0,Continuous data collection,2001-06-24T23:00:01Z,2011-12-31T24:00:00+01:00,PMME045,Chemiluminescence,2001,air,1
Germany,Bottrop Peterstraße,DENW201,Traffic,Urban,PTAC044,Nitrogen monoxide ,51.519262,6.924268,14.0,Continuous data collection,2011-01-02T23:00:01Z,2011-12-31T24:00:00+01:00,PMME045,Chemiluminescence,2011,air,1
Germany,"Cottbus, Bahnhofstr.",DEBB044,Traffic,Urban,PTAC045,Nitrogen oxides ,51.756593,14.327998000000001,10.0,Continuous data collection,2012-12-02T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2012,air,1
Germany,Chemnitz-Leipziger Str.,DESN083,Traffic,Urban,PTAC044,Nitrogen monoxide ,50.84574,12.903367,640.0,Continuous data collection,2012-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2012,air,1
Germany,Zella-Mehlis,DETH060,Background,Urban,PTAC045,Nitrogen oxides ,50.653245,10.668641000000001,75.0,Continuous data collection,1999-08-30T23:00:01Z,2018-05-03T24:00:00+01:00,PMME045,Chemiluminescence,1999,air,1
Germany,Mühlacker Stuttgarter Straße,DEBW128,Traffic,Suburban,PTAC043,Nitrogen dioxide ,48.9466,8.84569,566.0,Continuous data collection,2018-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2018,air,1
Germany,Neu-Ulm/Gabelsbergerstraße,DEBY052,Background,Urban,PTAC043,Nitrogen dioxide ,48.397079,10.008293,12.0,Continuous data collection,1993-07-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,1993,air,1
Germany,Köln-Chorweiler,DENW053,Background,Urban,PTAC049,Ozone ,51.019338,6.884571,586.0,Continuous data collection,1981-12-31T23:00:01Z,2011-12-31T24:00:00+01:00,PMME056,Ultraviolet (UV) photometry,1981,air,1
Germany,Waldhof,DEUB005,Background,Rural,PTAC053,pentenes ,52.800773,10.756733,76.0,Continuous data collection,1997-12-31T23:00:01Z,2013-12-31T24:00:00+01:00,PMME024,Light absorption,1997,air,1
Germany,Hannover Verkehr,DENI048,Traffic,Urban,PTAC010,Cadmium in PM10 ,52.359478,9.7155,70.0,Continuous data collection,2010-03-02T23:00:01Z,2011-12-31T24:00:00+01:00,PMME064,Light scattering,2010,aerosol,0
Germany,Schauinsland,DEUB004,Background,Rural-Regional,PTAC035,Methane ,47.913256,7.908035000000001,640.0,Continuous data collection,2011-12-31T23:00:01Z,Not Specified,PMME017,Cavity ring down spectroscopy,2011,air,1
Germany,Dortmund-Eving,DENW008,Background,Urban,PTAC052,Particulate matter < 2.5 µm ,51.536893,7.457408999999999,70.0,Continuous data collection,2017-12-31T23:00:01Z,Not Specified,PMME064,Light scattering,2017,aerosol,0
Germany,Hamburg Wilhelmsburg,DEHH059,Background,Urban,PTAC052,Particulate matter < 2.5 µm ,53.50793,9.990569,577.0,Continuous data collection,2007-10-23T23:00:01Z,Not Specified,PMME019,Tapered Element Oscillating Microbalance (TEOM),2007,aerosol,0
Germany,Bremen-Dobben,DEHB006,Traffic,Urban,PTAC045,Nitrogen oxides ,53.078663,8.825173,574.0,Continuous data collection,1992-04-30T23:00:01Z,Not Specified,PMME045,Chemiluminescence,1992,air,1
Germany,Dortmund-Eving,DENW008,Background,Urban,PTAC051,Particulate matter < 10 µm ,51.536893,7.457408999999999,583.0,Continuous data collection,2011-12-31T23:00:01Z,2013-10-23T24:00:00+01:00,PMME019,Tapered Element Oscillating Microbalance (TEOM),2011,aerosol,0
Germany,Bayreuth/Hohenzollernring,DEBY111,Traffic,Urban,PTAC044,Nitrogen monoxide ,49.943637,11.570088,12.0,Continuous data collection,2003-07-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2003,air,1
Germany,Lünen Mühlenweg,DENW306,Industrial,Urban,PTAC039,Nickel in PM10 ,51.61395,7.471006,15.0,Continuous data collection,2014-12-31T23:00:01Z,2015-03-31T24:00:00+01:00,PMME064,Light scattering,2014,aerosol,0
Germany,Schauinsland,DEUB004,Background,Rural-Regional,PTAC043,Nitrogen dioxide ,47.913256,7.908035000000001,15.0,Continuous data collection,2005-01-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2005,air,1
Germany,DHA80 Wetzlar-Köhlersgarten,DEHE095,Industrial,Suburban,PTAC033,Manganese in PM10 ,50.575364,8.492018,570.0,Continuous data collection,2014-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2014,aerosol,0
Germany,Ludwigsburg,DEBW024,Background,Suburban,PTAC044,Nitrogen monoxide ,48.899233,9.172792,195.0,Continuous data collection,1982-02-28T23:00:01Z,Not Specified,PMME045,Chemiluminescence,1982,air,1
Germany,Brunsbüttel-Cuxhavener Straße,DESH035,Background,Urban,PTAC051,Particulate matter < 10 µm ,53.896117000000004,9.156908,73.0,Continuous data collection,2015-12-31T23:00:01Z,2016-12-31T24:00:00+01:00,PMME064,Light scattering,2015,aerosol,0
Germany,Mainz-Parcusstraße,DERP010,Traffic,Urban,PTAC051,Particulate matter < 10 µm ,50.001026,8.261130999999999,209.0,Continuous data collection,2014-12-31T23:00:01Z,2016-07-19T24:00:00+01:00,PMME031,Beta ray attenuation,2014,aerosol,0
Germany,Hagen Märkischer Ring 91,DENW236,Traffic,Urban,PTAC009,Benzene ,51.360177,7.4776869999999995,610.0,Continuous data collection,2007-12-31T23:00:01Z,2011-03-31T24:00:00+01:00,PMME044,UV fluorescence,2007,air,1
Germany,Göttingen-Verkehr,DENI068,Traffic,Urban,PTAC010,Cadmium in PM10 ,51.5302,9.92833,70.0,Continuous data collection,2011-12-31T23:00:01Z,2018-02-25T24:00:00+01:00,PMME064,Light scattering,2011,aerosol,0
Germany,Westerwald-Neuhäusel,DERP028,Background,Rural,PTAC052,Particulate matter < 2.5 µm ,50.424289,7.729908999999999,602.0,Continuous data collection,2009-07-13T23:00:01Z,Not Specified,PMME041,Nephelometry + BETA,2009,aerosol,0
Germany,Essen-Schuir (LANUV),DENW247,Background,Suburban,PTAC043,Nitrogen dioxide ,51.406846,6.965589,205.0,Continuous data collection,2008-06-30T23:00:01Z,Not Specified,PMME031,Beta ray attenuation,2008,air,1
Germany,Landshut/Podewilsstraße,DEBY033,Traffic,Urban,PTAC044,Nitrogen monoxide ,48.539801000000004,12.157051,12.0,Continuous data collection,1985-11-30T23:00:01Z,Not Specified,PMME045,Chemiluminescence,1985,air,1
Germany,Zierenberg,DEHE050,Background,Rural,PTAC051,Particulate matter < 10 µm ,51.360755,9.271233,68.0,Continuous data collection,2013-06-11T23:00:01Z,Not Specified,PMME041,Nephelometry + BETA,2013,aerosol,0
Germany,Brandenburg a.d. Havel,DEBB055,Background,Suburban,PTAC051,Particulate matter < 10 µm ,52.420442,12.552303,540.0,Continuous data collection,2010-01-05T23:00:01Z,2012-01-04T24:00:00+01:00,PMME041,Nephelometry + BETA,2010,aerosol,0
Germany,Niederzier,DENW074,Industrial,Rural-Near_city,PTAC049,Ozone ,50.883484,6.469312,201.0,Continuous data collection,1991-07-31T23:00:01Z,2011-12-31T24:00:00+01:00,PMME056,Ultraviolet (UV) photometry,1991,air,1
Germany,Warstein,DENW181,Industrial,Urban,PTAC051,Particulate matter < 10 µm ,51.442993,8.360797,204.0,Continuous data collection,2011-11-27T23:00:01Z,2011-12-31T24:00:00+01:00,PMME041,Nephelometry + BETA,2011,aerosol,0
Germany,München/Prinzregentenstraße,DEBY114,Traffic,Urban,PTAC045,Nitrogen oxides ,48.142739,11.59228,566.0,Continuous data collection,2004-06-30T23:00:01Z,2011-12-31T24:00:00+01:00,PMME045,Chemiluminescence,2004,air,1
Germany,Saarbrücken-Burbach,DESL010,Background,Urban,PTAC044,Nitrogen monoxide ,49.244246999999994,6.948776,15.0,Continuous data collection,1983-06-30T23:00:01Z,Not Specified,PMME045,Chemiluminescence,1983,air,1
Germany,Potsdam Zeppelinstr.,DEBB054,Traffic,Urban,PTAC015,Carbon monoxide ,52.393932,13.037474000000001,11.0,Continuous data collection,2004-12-05T23:00:01Z,Not Specified,PMME053,Infrared gas filter correlation,2004,air,1
Germany,Essen Gladbecker Straße,DENW134,Traffic,Urban,PTAC044,Nitrogen monoxide ,51.477899,7.005275999999999,598.0,Continuous data collection,2011-12-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2011,air,1
Germany,Hannover,DENI054,Background,Urban,PTAC009,Benzene ,52.36292,9.70612,70.0,Continuous data collection,2013-12-31T23:00:01Z,2017-12-31T24:00:00+01:00,PMME064,Light scattering,2013,air,1
Germany,Waldhof,DEUB005,Background,Rural,PTAC007,Arsenic in PM10 ,52.800773,10.756733,15.0,Continuous data collection,2003-12-31T23:00:01Z,Not Specified,PMME064,Light scattering,2003,aerosol,0
Germany,Halle/Merseburger Strasse,DEST075,Traffic,Urban,PTAC051,Particulate matter < 10 µm ,51.475164,11.983406,635.0,Continuous data collection,2016-12-31T23:00:01Z,2018-12-31T24:00:00+01:00,PMME044,UV fluorescence,2016,aerosol,0
Germany,Köln Turiner Straße,DENW212,Traffic,Urban,PTAC052,Particulate matter < 2.5 µm ,50.947268,6.957649000000001,72.0,Continuous data collection,2010-03-22T23:00:01Z,2011-12-31T24:00:00+01:00,PMME041,Nephelometry + BETA,2010,aerosol,0
Germany,Salzgitter-Drütte,DENI070,Industrial,Rural,PTAC063,Toluene ,52.153690000000005,10.455910000000001,13.0,Continuous data collection,2013-12-31T23:00:01Z,Not Specified,PMME064,Light scattering,2013,air,1
Germany,Hamburg Flughafen Nord,DEHH033,Background,Urban,PTAC051,Particulate matter < 10 µm ,53.638291,9.998009,68.0,Continuous data collection,2002-04-29T23:00:01Z,2019-12-31T24:00:00+01:00,PMME019,Tapered Element Oscillating Microbalance (TEOM),2002,aerosol,0
Germany,Potsdam Zeppelinstr.,DEBB054,Traffic,Urban,PTAC013,calcium in PM2.5 ,52.393932,13.037474000000001,188.0,Continuous data collection,2011-12-31T23:00:01Z,2012-12-31T24:00:00+01:00,PMME024,Light absorption,2011,aerosol,0
Germany,Saarbrücken-Verkehr,DESL020,Traffic,Urban,PTAC043,Nitrogen dioxide ,49.230740000000004,7.0031740000000005,15.0,Continuous data collection,2004-09-30T23:00:01Z,Not Specified,PMME045,Chemiluminescence,2004,air,1
Germany,"Cottbus, Bahnhofstr.",DEBB044,Traffic,Urban,PTAC039,Nickel in PM10 ,51.756593,14.327998000000001,187.0,Continuous data collection,2010-12-31T23:00:01Z,2011-05-02T24:00:00+01:00,PMME024,Light absorption,2010,aerosol,0
Germany,Kehl,DEBW022,Industrial,Suburban,PTAC043,Nitrogen dioxide ,48.578178,7.8023169999999995,195.0,Continuous data collection,1982-01-31T23:00:01Z,Not Specified,PMME045,Chemiluminescence,1982,air,1
Germany,Bottrop-Welheim,DENW021,Industrial,Urban,PTAC010,Cadmium in PM10 ,51.525954999999996,6.97688,200.0,Continuous data collection,2015-12-31T23:00:01Z,2018-12-31T24:00:00+01:00,PMME031,Beta ray attenuation,2015,aerosol,0
